1	1221	81	4.1431
1	1223	203	4.07806
1	1224	207	4.10405
1	1228	146	4.15246
1	1230	102	4.16784
1	1239	188	4.07479
1	1243	196	4.12267
1	1246	92	4.14951
1	1263	135	4.12808
1	1264	206	4.16765
1	1265	253	4.12456
1	1266	215	4.09643
1	1271	163	4.0908
1	1272	289	4.10531
1	1274	196	4.03363
1	1280	169	4.16576
1	1283	195	3.9846
1	1285	163	4.16426
1	1287	215	4.12514
1	1294	222	4.08947
1	1297	268	4.17603
1	1299	126	4.18107
1	1301	66	4.17155
1	1303	254	4.13439
1	1306	130	4.16019
1	1317	130	4.12549
1	1332	147	4.07211
1	1335	448	3.97226
1	1336	174	4.08555
1	1340	98	4.21652
1	1343	253	4.13104
1	1344	159	4.05976
1	1345	116	4.09345
1	1350	203	4.05978
1	1353	166	4.06108
1	1354	141	4.10027
1	1359	141	4.09905
1	1367	116	4.10917
1	1380	92	4.11893
1	1383	173	4.07069
1	1389	118	4.15877
1	1400	162	4.12238
1	1404	304	4.03081
1	1407	257	4.08663
1	1413	146	4.11876
1	1415	200	4.05724
1	1422	193	4.12901
1	1425	154	4.14062
1	1426	145	4.13894
1	1427	81	4.1831
1	1447	179	4.17568
1	1448	132	4.10763
1	1449	307	4.11234
1	1450	149	4.10101
1	1457	181	4.11605
1	1458	170	4.15444
1	1464	68	4.16244
1	1466	92	4.20419
1	1481	156	4.11326
1	1484	305	4.08415
1	1491	299	4.06289
1	1495	261	4.05834
1	1496	268	4.11338
1	1501	65	4.11772
1	1502	92	4.08766
1	1507	143	4.13061
1	1517	235	4.10507
1	1525	177	4.05902
1	1532	181	4.14197
1	1538	184	4.08776
1	1542	58	4.1923
1	1546	81	4.16543
1	1555	145	4.15813
1	1556	162	4.08126
1	1565	173	4.07889
1	1568	167	4.08271
1	1574	181	4.02527
1	1579	121	4.15928
1	1584	173	4.14153
1	1586	136	4.2073
1	1588	193	4.09441
1	1593	139	4.12261
1	1597	278	4.11163
1	1599	105	4.10225
1	1605	116	4.09898
1	1609	151	4.09396
1	1616	308	4.08489
1	1628	249	4.16961
1	1632	258	4.04758
1	1634	125	4.08911
1	1635	195	4.17676
1	1639	122	4.14495
1	1647	70	4.19412
1	1650	117	4.18124
1	1657	131	4.08526
1	1658	242	4.06458
1	1664	165	4.06412
1	1666	129	4.13963
1	1669	195	4.07619
1	1672	71	4.17815
1	1673	66	4.15578
1	1674	183	4.07673
1	1675	87	4.18215
1	1676	54	4.19946
1	1678	193	4.06926
1	1680	196	4.10843
1	1684	158	4.10861
1	1687	156	4.0936
1	1688	250	4.08882
1	1695	139	4.16515
1	1697	59	4.13677
1	1712	58	4.17126
1	1714	279	4.08568
1	1716	128	4.12944
1	1721	392	3.97743
1	1727	124	4.16458
1	1733	263	4.13142
1	1737	57	4.1706
1	1743	184	4.09878
1	1752	152	4.1765
1	1755	134	4.12089
1	1757	154	4.18627
1	1758	292	4.08889
1	1765	141	4.1688
1	1767	241	4.10046
1	1773	143	4.1385
1	1778	58	4.17574
1	1780	172	4.05641
1	1793	125	4.19726
1	1800	146	4.19811
1	1803	61	4.18108
1	1805	241	4.15203
1	1806	62	4.15166
1	1818	143	4.07997
1	1820	90	4.20518
1	1823	165	4.0309
1	1825	213	4.03962
1	1826	300	4.0046
1	1834	94	4.11811
1	1835	181	4.17955
1	1836	320	4.11148
1	1841	135	4.1328
1	1842	213	4.18294
1	1850	95	4.12819
1	1853	216	4.13007
1	1858	76	4.15631
1	1860	75	4.16944
1	1865	155	4.08079
1	1871	211	4.06205
1	1875	138	4.08939
1	1879	49	4.20564
1	1880	108	4.18107
1	1882	185	4.09562
1	1884	235	4.06702
1	1885	97	4.14993
1	1890	187	4.04514
1	1897	222	4.06079
1	1899	234	4.08997
1	1901	70	4.13986
1	1904	63	4.16092
1	1908	145	4.07578
1	1912	234	4.06802
1	1914	298	3.99964
1	1917	150	4.20644
1	1918	151	4.05805
1	1922	168	4.07183
1	1926	188	4.10068
1	1928	118	4.11578
1	1930	175	4.0847
1	1938	166	4.08399
1	1941	70	4.12839
1	1943	235	4.14181
1	1949	94	4.17901
1	1950	299	4.09143
1	1951	201	4.03874
1	1954	248	4.05274
1	1956	106	4.12215
1	1958	59	4.16317
1	1960	268	4.07908
1	1962	138	4.1279
1	1968	82	4.17696
1	1969	134	4.1543
1	1975	171	4.10251
1	1976	90	4.14725
1	1980	196	4.12068
1	1983	72	4.18901
1	1987	187	4.02829
1	1988	248	4.06588
1	1992	131	4.11487
1	1993	133	4.12125
1	1995	78	4.15207
1	1996	90	4.18335
1	1998	173	4.08031
1	1999	135	4.1018
1	2002	245	4.06376
1	2010	215	4.19804
1	2012	131	4.17655
1	2016	76	4.13085
1	2022	52	4.1858
1	2023	122	4.1694
1	2027	161	4.09019
1	2029	290	4.07073
1	2035	134	4.11901
1	2041	136	4.07428
1	2042	125	4.14116
1	2046	191	4.01988
1	2054	75	4.184
1	2063	130	4.14982
1	2068	78	4.10463
1	2070	146	4.15207
1	2071	159	4.08552
1	2077	124	4.177
1	2083	135	4.13928
1	2085	148	4.11841
1	2096	204	4.11291
1	2102	193	4.15044
1	2105	232	4.1598
