1	4.1424
2	3.28166
3	3.13536
4	2.84831
5	3.09116
6	3.86882
7	3.4798
8	3.2197
9	2.79312
10	3.54996
11	3.84958
12	2.5092
13	3.37119
14	3.56277
15	2.66796
16	3.76377
17	4.03357
18	3.44882
19	2.69342
20	2.71986
21	3.54073
22	3.43076
23	2.98183
24	3.27987
25	3.43508
26	3.61349
27	3.11675
28	4.10643
29	3.92685
30	3.61037
31	3.19892
32	3.71806
33	3.49282
34	3.78269
35	3.32901
36	3.88694
37	3.57357
38	3.09536
39	3.59289
40	3.81403
41	3.92769
42	3.00387
43	3.372
44	2.88274
45	3.31799
46	3.1858
47	4.0448
48	3.02716
49	3.67767
50	4.36302
51	3.57425
52	3.63136
53	3.93904
54	2.92742
55	3.26021
56	3.02387
57	3.45434
58	4.06293
59	3.46034
60	3.20327
61	3.05975
62	3.79692
63	3.03971
64	2.43777
65	2.21122
66	1.89999
67	3.51881
68	3.44321
69	3.70389
70	3.23041
71	2.34589
72	3.61157
73	3.82724
74	3.10445
75	3.08874
76	2.98178
77	3.74646
78	3.23786
79	2.78282
80	3.89225
81	3.17717
82	3.90231
83	3.67521
84	3.31769
85	3.38996
86	3.47139
87	2.46555
88	3.13205
89	3.16999
90	3.61018
91	2.56791
92	2.42877
93	3.78593
94	3.0385
95	3.68075
96	3.89642
97	3.28753
98	3.50994
99	3.19937
100	3.88026
101	2.09873
102	3.30485
103	3.60697
104	3.23597
105	3.56082
106	3.29282
107	3.28541
108	3.57431
109	4.22581
110	3.81502
111	3.48752
112	3.01128
113	3.41936
114	3.57453
115	3.91324
116	3.51588
117	3.1923
118	3.26977
119	3.51949
120	3.88452
121	2.97198
122	3.95218
123	3.43598
124	3.73431
125	2.27999
126	3.45481
127	3.90425
128	3.4581
129	3.65396
130	3.45903
131	2.75929
132	3.46694
133	3.62508
134	2.94965
135	3.42065
136	3.35857
137	3.45884
138	3.5744
139	3.21672
140	3.61509
141	3.57453
142	3.57414
143	3.55627
144	3.43295
145	3.18661
146	3.79053
147	3.15261
148	3.78699
149	4.12061
150	3.63951
151	3.02467
152	2.81734
153	3.61322
154	3.46393
155	3.69739
156	2.91814
157	3.02132
158	3.33283
159	2.51476
160	3.77473
161	3.68179
162	3.46329
163	3.55025
164	3.57454
165	2.40407
166	3.6098
167	3.09244
168	2.14463
169	3.26605
170	3.68147
171	2.79272
172	2.51033
173	2.54243
174	3.55077
175	3.91395
176	2.88993
177	3.49583
178	2.50634
179	3.65591
180	1.86689
181	3.10553
182	3.51741
183	3.39119
184	3.08045
185	2.8498
186	3.31483
187	3.27993
188	3.33059
189	3.79624
190	2.64526
191	3.48293
192	2.21449
193	3.76226
194	2.98032
195	2.94062
196	3.47612
197	3.30884
198	3.7757
199	3.21034
200	3.21227
201	2.99033
202	3.1316
203	2.98664
204	3.60081
205	3.59621
206	3.16094
207	2.72344
208	2.77786
209	3.26984
210	3.62116
211	3.27237
212	4.06395
213	3.95749
214	3.81705
215	3.34724
216	2.91838
217	3.16184
218	3.32825
219	2.57755
220	3.58802
221	3.73013
222	3.37239
223	3.31682
224	3.48394
225	2.83657
226	3.10603
227	3.56568
228	3.46633
229	3.2416
230	3.99104
231	3.52558
232	2.47937
233	3.28529
234	3.36926
235	3.07876
236	2.97412
237	2.98192
238	2.94762
239	3.41326
240	3.37579
241	2.94041
242	3.07136
243	3.40467
244	3.95688
245	3.68339
246	2.98002
247	3.8097
248	3.00564
249	3.45718
250	3.35217
251	3.51418
252	3.2621
253	2.33433
254	2.83989
255	3.34673
256	2.63182
257	2.97201
258	4.38328
259	3.68564
260	3.76765
261	3.63955
262	3.48838
263	3.83846
264	3.54254
265	2.89741
266	3.39784
267	3.55899
268	3.0789
